0.045418,0.05437,0.064517,0.06825,0.062674,0.16751,0.12569,0.16963,0.5591,0.10885,0.088634,0.21842,0.093245,0.1431,0.22147,0.16138,0.12173,0.16689,0.11376,0.14566,0.14224,0.12763,0.17073,0.23136,0.24798,0.19767,0.1724,0.14083,0.17988,2.2297,0.38558,0.33825,0.28344,0.30936,0.33676,0.34227,0.31513,0.78965,0.10701,0.25763,0.17157,0.24641,0.24149,0.24979,0.17063,0.14525,0.18699,0.20861,0.2783,0.26909,0.26124,0.43748,0.32432,0.48361,0.34866,0.20451,0.63275,0.36256,0.48874,1.4995,1.1977,0.38585,0.39493,0.57787,0.29228,0.52807,0.14996,0.15364,0.1237,0.13377,0.21675,0.21991,0.17755,0.7156,0.85562,0.31764,0.44789,0.20395,0.29624,0.1991,0.36341,0.53127,0.21393,0.25017,0.17798,0.23848,0.14387,0.17686,0.15935,0.20533,0.24092,0.38591,0.1581,0.11353,0.084307,0.08702,0.068557,0.077264,0.10928,0.12265,0.15342
0.025908,0.03773,0.041873,0.039634,0.037218,0.04094,0.054098,0.064206,0.064605,0.044681,0.03725,0.03778,0.038523,0.043386,0.057894,0.074159,0.062511,0.056497,0.0638,0.061195,0.061552,0.076516,0.079194,0.077988,0.077383,0.074409,0.088197,0.097631,0.11779,0.11978,0.10555,0.10182,0.11885,0.14348,0.14386,0.12424,0.12809,0.08428,0.097815,0.10888,0.13364,0.14919,0.1465,0.12919,0.13832,0.14117,0.1511,0.1607,0.1776,0.20971,0.24731,0.17774,0.1706,0.17533,0.17265,0.21576,0.23742,0.27323,0.2106,0.22953,0.23324,0.21966,0.21071,0.21683,0.19058,0.21881,0.23357,0.18267,0.20038,0.18462,0.15759,0.12853,0.15645,0.2238,0.19037,0.13302,0.12473,0.11813,0.11814,0.12075,0.11923,0.10187,0.097956,0.091462,0.088467,0.067625,0.071041,0.078282,0.10265,0.10008,0.069613,0.067873,0.071718,0.055463,0.053088,0.04645,0.04508,0.053748,0.05784,0.045288,0.044638
0.025926,0.03767,0.041754,0.039444,0.036615,0.04036,0.054111,0.065089,0.066059,0.044542,0.036305,0.036594,0.036786,0.041128,0.056063,0.072675,0.061051,0.054105,0.061389,0.059463,0.060503,0.077415,0.079151,0.078569,0.077711,0.073175,0.085644,0.095628,0.11854,0.1205,0.10622,0.09993,0.11506,0.13804,0.1409,0.12415,0.12945,0.083656,0.097193,0.10806,0.13184,0.14979,0.14921,0.13069,0.13596,0.13852,0.15022,0.1615,0.17821,0.21103,0.24679,0.17611,0.17079,0.17136,0.17018,0.2125,0.23457,0.27348,0.21118,0.22907,0.2322,0.21595,0.20891,0.21533,0.18669,0.21716,0.2317,0.17804,0.19779,0.18404,0.15711,0.12693,0.1554,0.22393,0.19157,0.13433,0.12529,0.1173,0.11719,0.12255,0.12013,0.10314,0.09746,0.091765,0.087636,0.067392,0.071204,0.079052,0.10178,0.10141,0.068628,0.067037,0.07147,0.054534,0.052381,0.046594,0.045603,0.05366,0.056597,0.04497,0.045795
0.035941,0.052604,0.075817,0.063234,0.071797,0.086778,0.21032,0.65302,0.48485,0.25784,0.075565,0.054397,0.049644,0.048657,0.074271,0.078404,0.07386,0.082591,0.10067,0.11457,0.14323,0.15423,0.1658,0.11725,0.15623,0.19165,0.1558,0.21305,0.29499,0.22464,0.17954,0.47414,0.1831,0.14497,0.43957,0.19854,0.44125,0.29576,0.13366,0.16858,0.16149,0.2203,0.24157,0.19451,0.21201,0.17911,0.18024,0.56535,0.22419,0.29662,0.32841,0.22899,0.27637,0.25928,0.21421,0.34956,0.56164,0.44718,0.52029,0.34373,0.50345,0.31692,0.27668,0.24604,0.30342,0.27372,0.24017,0.18012,0.23747,0.21982,0.18732,0.2117,0.1992,0.18096,0.25065,0.20629,0.20688,0.16639,0.50536,0.17515,0.50285,0.19922,0.19426,0.20664,0.24203,0.20411,0.12231,0.13391,0.32276,0.12073,0.51465,0.080747,0.069364,0.058327,0.28385,0.090485,0.066399,0.079273,0.11408,0.24106,0.08721
0.042406,1.4221,0.06132,0.053023,0.089694,0.061022,0.067767,0.12275,0.091138,0.050173,0.047126,0.063857,0.08695,0.090095,0.10154,0.27061,0.088791,0.077313,0.11269,0.088318,0.12497,0.33216,0.16812,0.18679,0.24261,0.12727,0.13684,0.14046,0.27721,0.24531,0.17947,0.19224,0.23344,0.20402,0.14508,0.23255,0.22686,0.12883,0.1171,0.1364,0.16096,0.30208,3.0021,0.46312,0.26818,0.29856,0.20972,0.17297,0.35041,0.31943,0.33208,0.17414,0.20025,0.37682,0.60475,0.77312,0.46211,0.30276,0.18926,0.29237,0.63683,0.26725,0.26564,0.25304,0.29427,0.40013,0.30559,0.54509,0.32276,0.33327,0.26127,0.25666,0.24545,0.37094,0.49651,0.32251,0.22046,0.18628,0.37655,0.18532,0.15026,0.1596,0.13306,0.18439,0.12423,0.08028,0.10657,0.66813,0.24024,0.23602,0.18312,0.080725,0.25105,0.60911,0.11243,0.10008,0.10467,0.13386,0.35716,0.10127,0.29657
0.033507,0.03664,0.05143,0.061273,0.047937,0.066908,0.11997,0.23957,0.16382,0.44263,0.14204,0.076404,0.075473,0.077265,0.079701,0.088358,0.098026,0.14019,0.097569,0.20461,0.17153,0.2184,0.18427,0.10596,0.14643,0.15487,0.15235,0.16955,0.22496,0.24518,0.15371,0.11307,0.08786,0.13378,0.16647,0.17937,0.15098,0.16062,0.18208,0.27032,0.25221,0.48676,0.17598,0.16561,0.14984,0.11206,0.15776,0.14388,0.15025,0.20141,0.26858,0.30884,0.15231,0.21464,0.17876,0.18365,0.26613,0.52994,0.70617,0.48732,0.34353,0.2683,0.22975,0.21678,0.43853,0.25946,0.27121,0.53555,0.33314,0.23586,0.23354,0.38474,0.45885,0.24627,0.15904,0.13557,0.11861,0.15864,0.21493,0.17996,0.18625,0.61012,0.32242,0.10855,0.13213,0.14964,0.18928,0.12769,0.98042,0.23224,0.09219,0.058998,0.066266,0.10199,0.11265,0.069816,0.077607,0.046393,0.10756,0.098277,0.064484
0.02591,0.037412,0.041245,0.039006,0.036347,0.040228,0.053629,0.064353,0.065331,0.04407,0.03664,0.036795,0.036905,0.041128,0.056641,0.073162,0.061206,0.054517,0.061342,0.05964,0.060856,0.077079,0.078321,0.078279,0.077471,0.072988,0.085467,0.096062,0.11838,0.11985,0.10539,0.098347,0.11374,0.13694,0.13934,0.12341,0.12903,0.083045,0.096417,0.1079,0.13212,0.14891,0.14832,0.12934,0.13566,0.139,0.15069,0.16161,0.17577,0.20946,0.24338,0.17381,0.16916,0.16979,0.17021,0.21225,0.23439,0.2727,0.20992,0.22649,0.23126,0.21424,0.20475,0.21334,0.18642,0.21692,0.23041,0.17731,0.19733,0.18428,0.15767,0.12774,0.15649,0.22383,0.1905,0.13344,0.12464,0.11751,0.11696,0.12196,0.11963,0.10272,0.096842,0.091185,0.087257,0.067472,0.071323,0.078904,0.10123,0.10107,0.068653,0.067274,0.071283,0.054268,0.052211,0.046502,0.045406,0.053577,0.056654,0.044922,0.045535
0.093766,0.061867,0.052488,0.05671,0.061261,0.14455,0.11147,0.10125,0.10446,0.076234,0.070123,0.095749,0.2088,0.25261,0.15371,0.12453,0.10151,0.1333,0.14834,0.11893,0.095519,0.19023,0.15923,0.15452,0.10735,0.08662,0.079904,0.10201,0.17495,0.23532,0.99427,0.19614,0.36162,0.28861,0.15293,0.14229,0.14683,0.094222,0.096049,0.10845,0.13617,0.1543,0.19097,0.12327,0.25643,0.54335,0.3627,0.19973,0.23843,0.38035,0.34459,0.21716,0.23079,0.27423,0.36482,0.34902,0.32796,0.39265,0.65927,0.36591,0.44368,0.30297,0.2064,0.31403,0.29832,0.22947,0.61611,0.28569,0.4527,0.4173,0.1612,0.17243,0.20518,0.3188,0.3734,0.17521,0.20078,0.24384,0.50513,0.23485,0.32099,0.34993,0.29771,0.12248,0.18066,0.2359,0.12165,0.14099,0.12736,0.31652,0.11487,0.15202,0.085641,0.095356,0.094535,0.084064,0.071544,0.11492,0.1209,0.15237,0.064896
0.025798,0.037747,0.041922,0.039483,0.036581,0.040208,0.053966,0.064941,0.065896,0.044834,0.036459,0.036749,0.036823,0.041199,0.056519,0.073651,0.061733,0.055156,0.062113,0.059565,0.060886,0.077865,0.079412,0.07866,0.077781,0.0735,0.086211,0.096688,0.11963,0.12143,0.10668,0.099542,0.11501,0.14004,0.14217,0.12521,0.13011,0.083857,0.097196,0.10812,0.13293,0.14995,0.15013,0.13069,0.13683,0.13954,0.15052,0.16247,0.17903,0.21255,0.24773,0.17581,0.17064,0.17247,0.17245,0.21395,0.23795,0.27696,0.21203,0.23193,0.23371,0.2174,0.20864,0.21606,0.18697,0.21775,0.23343,0.17947,0.1993,0.18498,0.15788,0.12768,0.15698,0.22614,0.19231,0.13367,0.1255,0.11829,0.11736,0.1224,0.12069,0.1034,0.097888,0.09209,0.087886,0.06759,0.07142,0.079492,0.10243,0.1021,0.068925,0.068101,0.072353,0.054608,0.052565,0.046789,0.045511,0.05381,0.056804,0.045244,0.045724
0.047998,0.044632,0.04744,0.050133,0.058864,0.069715,0.20318,0.17465,0.13191,0.12771,0.098313,0.10288,0.1751,0.10437,0.098651,0.19777,0.1159,0.28873,0.31426,0.34184,2.1547,0.17154,0.54458,0.17412,0.26373,0.21497,0.90562,0.23331,0.4451,0.39785,1.0716,1.0583,0.28651,0.44641,0.7201,1.4309,0.35983,0.35007,0.30007,0.30084,0.26328,0.2837,1.1571,0.27673,0.25005,0.28837,0.26533,0.71179,0.77403,0.77352,1.0941,1.2971,0.47323,0.24122,0.29964,0.38591,0.34946,0.26552,0.33732,0.49003,0.52729,0.31617,0.24754,0.23551,0.23879,0.26823,0.28231,0.4008,0.96105,0.49678,0.30427,0.2083,0.37277,0.69968,0.40323,0.44289,1.9366,0.33352,0.2809,0.49235,0.57462,0.34514,0.25094,0.19789,0.26513,0.20041,0.55255,0.16685,0.14399,0.11703,0.15694,0.18413,0.1133,0.10974,0.081936,0.10402,0.206,0.47582,0.10587,0.38615,0.09974
