1.0472,1.1846,0.92548,0.90233,1.0477,1.0061,0.99916,1.0466,0.85253,0.90164,0.83537,1.0707,1.0268,1.0755,1.0851,1.1281,1.1821,1.1743,1.0762,1.092,1.1766,0.89329,1.0601,1.1228,0.9506,1.0791,0.87317,0.90895,1.0971,1.1673,1.0722,0.87539,0.92072,0.97063,1.0763,0.80342,1.013,0.8489,1.1146,0.94181,1.108,1.1444,1.1795,1.0292,1.0646,10.182,12.199,13.897,15.148,15.857,15.97,15.478,14.419,12.873,10.958,8.8181,6.6162,4.5193,2.6864,1.2565,0.33818,0.00096244,0.27048,1.1263,2.5034,4.2975,6.3725,8.5708,10.726,12.674,14.268,15.386,15.944,15.9,15.256,14.062,12.408,10.42,8.2481,6.0575,4.0142,2.2732,0.96662,0.19349,0.012497,0.43735,1.4358,2.9322,4.813,6.9355,2.7279,5.2488,7.3716,8.9353,9.8212,9.9622,9.3476,8.0239,6.0917,3.6973,1.0226,-1.7298,-4.3509,-6.642,-8.4293,-9.5773,-9.9988,-9.6619,-8.5922,-6.8707,-4.6281,-2.0344,0.71353,3.4074,5.8428,7.835,9.2329,9.9305,9.8749,9.0703,7.5777,5.5103,3.025,0.31019,-2.4281,-4.9822,-7.1585,-8.7917,-9.7581,-9.9844,-9.4533,-8.2052,-6.3347,-3.9838,-1.3306
1.0798,1.1725,0.8468,1.0851,0.8223,1.0715,1.0327,0.89789,1.1787,0.96119,1.0806,0.88406,1.1222,1.0398,1.1647,0.96554,1.157,1.044,1.1565,0.93218,1.1483,0.97519,0.83501,0.90517,1.042,0.84922,0.93326,0.96148,0.86083,1.1765,1.1922,0.89031,1.1622,1.1009,0.83237,0.83883,1.1805,1.0294,0.86128,1.1482,0.91658,0.978,1.1312,0.81903,1.0406,8.6407,9.2525,9.8569,10.45,11.029,11.59,12.129,12.645,13.132,13.589,14.013,14.401,14.752,15.062,15.33,15.555,15.735,15.869,15.957,15.997,15.99,15.935,15.834,15.686,15.492,15.254,14.973,14.651,14.289,13.889,13.455,12.989,12.493,11.97,11.424,10.857,10.274,9.6765,9.0695,8.4562,7.8402,7.2251,6.6147,6.0124,5.4219,0.80092,1.5657,2.3211,3.0628,3.7863,4.4874,5.1618,5.8056,6.415,6.9864,7.5163,8.0016,8.4394,8.8272,9.1627,9.4438,9.6689,9.8366,9.946,9.9964,9.9875,9.9193,9.7923,9.6073,9.3652,9.0676,8.7163,8.3132,7.8608,7.3618,6.8191,6.236,5.6159,4.9624,4.2796,3.5713,2.8419,2.0956,1.3369,0.57029,-0.19974,-0.96858,-1.7317,-2.4845,-3.2226
0.98585,1.0744,1.0204,0.99428,0.9163,0.97636,1.1934,0.91727,1.1556,1.1011,1.0858,1.0301,0.84146,0.90742,1.1516,0.97797,0.91442,1.0986,0.89485,0.86059,1.0205,1.173,1.1505,1.1116,0.94576,0.99495,0.96122,0.96276,1.0139,0.88733,1.0309,1.0693,0.80343,0.99425,1.0883,1.0263,0.82876,1.1786,1.0998,1.1288,0.91945,0.83126,0.91286,1.1813,0.99788,8.1137,8.1772,8.2406,8.304,8.3674,8.4307,8.4941,8.5574,8.6206,8.6839,8.7471,8.8102,8.8733,8.9363,8.9993,9.0622,9.1251,9.1878,9.2505,9.3132,9.3757,9.4381,9.5005,9.5628,9.6249,9.687,9.749,9.8108,9.8726,9.9342,9.9957,10.057,10.118,10.179,10.24,10.301,10.362,10.422,10.483,10.543,10.603,10.663,10.723,10.782,10.842,0.14216,0.22145,0.30072,0.37998,0.45921,0.53841,0.61758,0.69671,0.7758,0.85484,0.93382,1.0127,1.0916,1.1704,1.2491,1.3278,1.4063,1.4848,1.5632,1.6414,1.7196,1.7977,1.8756,1.9535,2.0312,2.1088,2.1862,2.2635,2.3407,2.4177,2.4946,2.5713,2.6479,2.7243,2.8005,2.8765,2.9524,3.028,3.1035,3.1788,3.2539,3.3288,3.4035,3.4779,3.5522
1.0875,1.0003,1.1711,0.80844,0.94906,0.81782,1.1872,0.93709,1.1665,1.0205,0.92501,1.0674,1.1506,0.94353,0.97738,1.1424,0.98026,1.1593,1.1441,0.80653,0.96783,0.83176,0.93238,0.87154,0.99066,1.156,0.86255,1.0781,1.0786,1.1276,0.8236,0.92095,0.89988,1.1974,0.87662,1.0461,1.116,1.1744,1.1064,1.1493,1.1982,0.93258,0.93734,1.06,1.1341,9.3829,10.653,11.852,12.947,13.908,14.711,15.333,15.757,15.973,15.973,15.759,15.336,14.716,13.914,12.953,11.859,10.661,9.391,8.0837,6.7741,5.4976,4.2885,3.1793,2.2,1.3769,0.73213,0.28316,0.042034,0.015245,0.20352,0.60178,1.1993,1.98,2.9228,4.0024,5.1897,6.4526,7.7572,9.0684,10.351,11.57,12.693,13.689,14.533,15.2,1.7286,3.3163,4.8147,6.1834,7.3856,8.3888,9.1662,9.6966,9.9659,9.9667,9.6991,9.1703,8.3945,7.3925,6.1915,4.8237,3.326,1.7387,0.1046,-1.5323,-3.128,-4.6394,-6.0259,-7.25,-8.2789,-9.0848,-9.646,-9.9475,-9.9809,-9.7456,-9.2478,-8.5009,-7.525,-6.3465,-4.997,-3.5129,-1.9342,-0.30346,1.3355,2.9385,4.4623,5.866,7.1116,8.1657,8.9999
1.1367,0.93926,1.058,0.83334,0.95385,1.01,1.1115,1.0248,0.80797,0.92167,1.1109,1.1897,0.81623,0.91607,1.1966,1.018,1.0093,1.0812,1.1812,1.1796,1.1617,1.0552,0.98306,0.98209,1.1276,0.93875,0.97058,0.8268,0.90678,1.0345,0.81772,1.0425,0.83602,0.99407,0.92338,0.85811,1.1255,1.1149,1.1494,0.9995,0.92059,0.94388,0.94488,0.82695,0.91635,8.8808,9.6527,10.409,11.142,11.845,12.511,13.134,13.709,14.228,14.689,15.085,15.414,15.672,15.857,15.966,16,15.957,15.838,15.645,15.378,15.041,14.637,14.169,13.643,13.062,12.433,11.762,11.055,10.319,9.5608,8.7876,8.0068,7.226,6.4525,5.6939,4.9572,4.2497,3.5779,2.9483,2.367,1.8395,1.3708,0.96535,0.62711,0.35927,1.101,2.0658,3.0109,3.9273,4.8061,5.639,6.4181,7.1359,7.7856,8.3609,8.8564,9.2674,9.5898,9.8207,9.9578,9.9998,9.9464,9.7979,9.5559,9.2227,8.8014,8.2961,7.7115,7.0533,6.3278,5.5419,4.703,3.8192,2.899,1.951,0.98448,0.0085207,-0.96752,-1.9343,-2.8826,-3.8034,-4.6879,-5.5277,-6.3146,-7.0412,-7.7007,-8.2865,-8.7933,-9.2161,-9.5509
0.8947,1.0292,0.82584,0.8445,0.86009,1.0446,0.91531,0.82959,0.97331,0.97351,0.91964,0.90962,1.1874,1.1409,1.0852,0.95489,0.81382,1.1922,0.84872,0.87439,0.81265,1.0977,0.99042,1.1672,0.83389,1.1202,0.92346,1.1637,0.8305,0.84063,1.0401,0.87575,1.0234,0.83889,0.86693,0.98473,0.8751,0.832,0.99433,0.97398,1.1057,0.97075,1.1093,0.91749,0.88043,9.581,10.983,12.286,13.445,14.422,15.183,15.705,15.968,15.965,15.695,15.167,14.4,13.418,12.255,10.95,9.5453,8.0893,6.6304,5.2172,3.8973,2.7147,1.709,0.91386,0.35597,0.053962,0.017951,0.24914,0.73979,1.4735,2.4256,3.5644,4.8517,6.2443,7.6957,9.1573,10.58,11.917,13.122,14.156,14.984,15.578,15.918,15.994,15.801,15.348,1.9762,3.7292,5.3573,6.8061,8.027,8.9792,9.6309,9.9601,9.956,9.6185,8.9591,7.9998,6.7726,5.3188,3.6869,1.9316,0.11165,-1.7121,-3.4785,-5.1284,-6.6067,-7.8638,-8.8577,-9.555,-9.9325,-9.9776,-9.6886,-9.0753,-8.1582,-6.9679,-5.5445,-3.9354,-2.1946,-0.38036,1.4466,3.2252,4.8958,6.4025,7.6949,8.7297,9.4723,9.8978,9.992,9.7516,9.1849
0.97828,0.93902,0.91572,0.81991,0.92031,0.8663,1.1098,0.87708,0.80711,0.99192,1.01,1.0438,1.0221,1.1879,0.95347,0.93284,0.84621,1.0607,1.1912,1.1287,0.81218,0.88627,0.86821,0.87129,1.0455,1.1042,0.98483,0.89665,1.0394,1.0541,1.1661,0.96532,1.1766,0.99719,1.1722,0.80397,1.0495,0.97103,0.98432,1.0292,0.8036,1.1522,0.83389,1.1627,1.0683,8.2308,8.3106,8.3905,8.4703,8.55,8.6297,8.7094,8.7889,8.8684,8.9478,9.0271,9.1063,9.1854,9.2644,9.3433,9.422,9.5005,9.579,9.6572,9.7353,9.8133,9.891,9.9686,10.046,10.123,10.2,10.277,10.353,10.43,10.506,10.581,10.657,10.732,10.807,10.882,10.956,11.03,11.104,11.178,11.251,11.324,11.396,11.468,11.54,11.612,0.28845,0.38829,0.48809,0.58784,0.68754,0.78716,0.88671,0.98617,1.0855,1.1848,1.2839,1.3829,1.4818,1.5805,1.6791,1.7775,1.8757,1.9737,2.0715,2.1692,2.2666,2.3638,2.4607,2.5574,2.6538,2.75,2.8459,2.9416,3.0369,3.1319,3.2266,3.321,3.4151,3.5088,3.6022,3.6952,3.7878,3.8801,3.972,4.0634,4.1545,4.2452,4.3354,4.4252,4.5146
0.94561,1.0542,1.0179,0.89871,1.1755,0.81835,1.0496,0.98423,1.172,1.1178,0.93631,0.9983,1.1363,1.0314,1.017,0.97687,1.033,1.1338,1.1904,0.84457,0.93847,1.1969,0.85673,0.96024,0.94409,0.96449,0.90577,0.96272,0.97584,0.86903,0.98382,0.94291,0.90663,0.91338,0.97561,1.1534,1.082,1.1658,1.1813,0.92695,1.0777,0.95804,1.1392,1.1478,1.1664,9.9425,11.613,13.103,14.341,15.263,15.826,15.999,15.776,15.167,14.201,12.929,11.411,9.7241,7.9517,6.1817,4.5019,2.9957,1.738,0.79109,0.20201,1.5157e-05,0.19512,0.77764,1.7187,2.9715,4.4739,6.1514,7.9206,9.6937,11.383,12.904,14.182,15.153,15.768,15.999,15.832,15.276,14.36,13.127,11.64,9.9727,8.2071,6.4313,4.7334,3.1976,2.4281,4.5157,6.3791,7.9259,9.0792,9.7819,9.999,9.7198,8.9581,7.7518,6.1607,4.2638,2.1552,-0.060363,-2.2729,-4.3726,-6.2553,-7.8275,-9.0111,-9.7475,-10,-9.7561,-9.028,-7.8517,-6.2856,-4.4076,-2.3108,-0.099294,2.1172,4.2285,6.13,7.7271,8.9408,9.7106,9.9984,9.7899,9.0955,7.9495,6.409,4.5504,2.4658,0.25892,-1.9608,-4.0833,-6.003
0.87711,1.1309,1.1605,1.0066,1.1334,0.88882,0.84737,1.0798,0.86757,0.92818,1.145,0.98825,1.1092,0.90013,0.86081,0.87787,1.043,0.97682,0.8466,1.0851,1.0062,0.99641,1.1097,1.0651,0.91696,0.97272,0.99233,0.93091,1.1187,0.8937,0.87539,0.86378,1.1001,0.88033,1.0452,1.0678,1.0759,0.93095,1.064,1.0383,0.91177,0.94284,1.176,0.88327,0.83748,8.2389,8.2767,8.3144,8.3522,8.3899,8.4276,8.4654,8.5031,8.5408,8.5785,8.6161,8.6538,8.6915,8.7291,8.7667,8.8043,8.8419,8.8795,8.917,8.9545,8.992,9.0295,9.067,9.1044,9.1418,9.1792,9.2165,9.2539,9.2912,9.3284,9.3657,9.4029,9.4401,9.4772,9.5143,9.5514,9.5885,9.6255,9.6624,9.6994,9.7363,9.7731,9.81,9.8467,9.8835,0.29864,0.34584,0.39303,0.44022,0.4874,0.53456,0.58171,0.62885,0.67598,0.72309,0.77019,0.81727,0.86433,0.91137,0.95839,1.0054,1.0524,1.0993,1.1462,1.1931,1.24,1.2869,1.3337,1.3805,1.4272,1.474,1.5207,1.5673,1.6139,1.6605,1.7071,1.7536,1.8001,1.8465,1.8929,1.9393,1.9856,2.0318,2.0781,2.1242,2.1704,2.2164,2.2625,2.3084,2.3544
0.84195,0.85483,0.93016,1.1763,0.9197,0.83545,1.1626,1.1588,1.0154,1.1568,1.0884,1.1261,1.0503,1.1377,1.132,1.1543,0.80861,0.87033,1.0934,0.99585,0.93022,0.8808,0.83908,0.80444,0.97721,1.1463,0.80886,0.94236,1.0931,1.0619,0.86715,1.0153,0.90288,0.92701,1.1852,0.93252,1.025,0.90815,0.90457,0.82638,1.0643,0.91513,1.142,0.83375,1.1899,10.294,12.204,13.826,15.049,15.789,15.996,15.654,14.788,13.457,11.753,9.7906,7.7059,5.6414,3.7384,2.1275,0.91887,0.19544,0.0067273,0.36568,1.2477,2.5923,4.3075,6.2756,8.3619,10.423,12.319,13.918,15.112,15.819,15.99,15.614,14.716,13.357,11.632,9.658,7.5703,5.512,3.6242,2.0362,0.85674,0.16674,0.013443,0.40734,1.3214,2.6931,2.8671,5.255,7.2828,8.8116,9.7367,9.9947,9.5679,8.4856,6.8219,4.6907,2.2382,-0.36763,-2.9483,-5.327,-7.3407,-8.8514,-9.7557,-9.9916,-9.5429,-8.4404,-6.7596,-4.6156,-2.1555,0.45239,3.0293,5.3986,7.398,8.8906,9.774,9.9878,9.5172,8.3946,6.6968,4.5402,2.0726,-0.53712,-3.11,-5.4698,-7.4548,-8.9291,-9.7916,-9.9832,-9.4908,-8.3482,-6.6336
